"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log.volatile.acidity","log.chlorides","nonfree.sulfur.dioxide","log.density","log.pH","log.sulphates","log.alcohol","quality.binary "
"278",11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,-1.71479842809193,-2.26336437984076,19,-0.000400080021339691,1.18784342239605,-0.0304592074847086,2.31253542384721,0
"279",10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,-1.13943428318836,-2.61729583783375,8,-0.00240288461631031,1.17248213723457,-0.198450938723838,2.53369681395743,1
"280",8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,-0.916290731874155,-2.44184716032755,37,-0.000900405243164155,1.21787570949493,-0.261364764134408,2.35137525716348,1
"281",11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,-1.34707364796661,-2.64507540194082,13,-0.0014009809156281,1.13783300182139,-0.198450938723838,2.23001440015921,0
"282",7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,-1.30933331998376,-1.02722229258144,5,-0.00280392733273426,1.17865499634165,0.0769610411361284,2.29253475714054,1
"283",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,-0.653926467406664,-2.70306265959117,41,-0.00290421314738983,1.21194097397511,-0.562118918153541,2.2082744135228,0
"284",8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,-0.916290731874155,-2.44184716032755,37,-0.000900405243164155,1.21787570949493,-0.261364764134408,2.35137525716348,1
"285",9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,-0.527632742082372,-2.28278246569787,39,0.000149988751124968,1.19694818938897,-0.342490308946776,2.28238238567653,0
"286",9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,-0.527632742082372,-2.28278246569787,39,0.000149988751124968,1.19694818938897,-0.342490308946776,2.28238238567653,0
"287",12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,-0.798507696217772,-2.61729583783375,24,-0.000300045009001992,1.1314021114911,-0.27443684570176,2.33214389523559,0
"288",7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,-0.916290731874155,-2.3859667019331,24,-0.00330545700872648,1.21491274436427,-0.356674943938732,2.33214389523559,0
"289",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,-0.653926467406664,-2.39689577246529,29,-0.00240288461631031,1.20597080698861,-0.150822889734584,2.36085400111802,1
"290",11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,-0.867500567704723,-2.25379492882461,65,0.000999500333083423,1.16315080980568,-0.0512932943875506,2.21920348405499,0
"291",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,-0.653926467406664,-2.39689577246529,29,-0.00240288461631031,1.20597080698861,-0.150822889734584,2.36085400111802,1
"292",11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5,-1.6094379124341,-1.0700248318162,12,-0.0021022080918702,1.19392246847243,-0.342490308946776,2.35137525716348,0
"293",10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,-0.59783700075562,-2.39689577246529,30,-0.000600180072032461,1.16938135955632,-0.446287102628419,2.33214389523559,0
"294",6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,-1.02165124753198,-2.32278780031156,11,-0.00360649559411174,1.22671229129543,-0.510825623765991,2.31253542384721,0
"295",13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,-1.07880966137193,-2.36446049671213,36,0.00139902091370741,1.11514159061932,-0.210721031315653,2.2512917986065,0
"296",10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,-0.693147180559945,-2.61729583783375,22,9.99950003332973e-05,1.11514159061932,-0.446287102628419,2.2512917986065,0
"297",10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,-0.186329578191493,-2.45340798272863,44,-0.00190180728959633,1.15057202759882,-0.653926467406664,2.29253475714054,0
"298",7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,-0.462035459596559,-2.48891467118554,21,-0.00145105226731469,1.30019166206648,-0.3147107448397,2.26176309847379,0
"299",7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,-0.430782916092454,-2.36446049671213,26,-0.000700245114393426,1.30019166206648,-0.22314355131421,2.27212588550934,0
"300",6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,-0.400477566597125,-2.52572864430826,25,-0.00155120249273651,1.30291275218084,-0.342490308946776,2.26176309847379,0
"301",7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,-0.63487827243597,-2.45340798272863,24,-0.00350613932928759,1.21787570949493,-0.527632742082372,2.37024374146786,0
"302",11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,-1.71479842809193,-2.68824757380603,8,-0.00270365157431482,1.16938135955632,-0.446287102628419,2.31253542384721,0
"303",8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,-0.349557476169868,-2.3859667019331,16,-0.000600180072032461,1.25561603747777,-0.328504066972036,2.30258509299405,0
"304",7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,-0.400477566597125,-1.68200860526894,16,-0.00400802139753882,1.22082992139236,-0.616186139423817,2.2512917986065,0
"305",8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,-0.430782916092454,-2.18925640768704,78,-0.00270365157431482,1.16315080980568,-0.653926467406664,2.21920348405499,0
"306",10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,-0.63487827243597,-2.7646205525906,19,-0.000200020002667045,1.13783300182139,-0.527632742082372,2.23001440015921,0
"307",7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,-0.478035800943,-2.50103603171788,47,-0.00340579313483282,1.21194097397511,-0.653926467406664,2.24070968927596,0
"308",10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,-0.891598119283784,-1.54646311327271,8,-0.000600180072032461,1.16002091679675,-0.478035800943,2.2512917986065,0
"309",10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,-0.843970070294529,-1.54177926396029,7,-0.000600180072032461,1.16002091679675,-0.462035459596559,2.2512917986065,0
"310",7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,-1.23787435600162,-2.78062089393705,21,-0.00320513094894834,1.22671229129543,-0.63487827243597,2.2512917986065,0
"311",10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,-0.63487827243597,-2.7646205525906,19,-0.000200020002667045,1.13783300182139,-0.527632742082372,2.23001440015921,0
"312",7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,-0.63487827243597,-2.63108915996608,90,-0.00400802139753882,1.18478998490916,-0.616186139423817,2.24070968927596,0
"313",9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,-0.776528789498996,-2.37515578582888,79,-0.0018517133634744,1.1999647829284,-0.462035459596559,2.2512917986065,0
"314",8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,-0.755022584278033,-2.57702193869581,105,-0.00240288461631031,1.19392246847243,-0.63487827243597,2.24070968927596,0
"315",7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5,-1.02165124753198,-2.44184716032755,46,-0.00355631620277724,1.22082992139236,-0.385662480811985,2.39789527279837,0
"316",7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,-1.04982212449868,-2.3434070875143,33,-0.00380723834295407,1.22964055107451,-0.430782916092454,2.39789527279837,0
"317",9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,-0.579818495252942,-2.28278246569787,55,-0.000400080021339691,1.19392246847243,-0.430782916092454,2.31253542384721,0
"318",9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,-0.261364764134408,-2.50103603171788,44,-0.00135091207095624,1.19392246847243,-0.446287102628419,2.34180580614733,0
"319",9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,-0.415515443961666,-2.48891467118554,38,-0.001100605444033,1.21491274436427,-0.342490308946776,2.4423470353692,1
"320",9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,-0.261364764134408,-2.50103603171788,44,-0.00135091207095624,1.19392246847243,-0.446287102628419,2.34180580614733,0
"321",9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,-0.415515443961666,-2.48891467118554,38,-0.001100605444033,1.21491274436427,-0.342490308946776,2.4423470353692,1
"322",9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,-0.49429632181478,-2.40794560865187,62,-0.000250031255209283,1.17557332980424,-0.478035800943,2.27212588550934,0
"323",7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,-0.478035800943,-2.53830742651512,12,-0.00265351746556345,1.19088756477728,-0.462035459596559,2.23001440015921,0
"324",10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,-0.527632742082372,-2.40794560865187,38,-0.00100050033358342,1.18784342239605,-0.356674943938732,2.2512917986065,0
"325",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,-0.713349887877465,-2.64507540194082,37,0.00149887612373595,1.15057202759882,-0.371063681390832,2.21920348405499,0
"326",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,-0.713349887877465,-2.64507540194082,37,0.00149887612373595,1.15057202759882,-0.371063681390832,2.21920348405499,0
"327",11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,-0.63487827243597,-2.1119647333854,8,-0.00220242355520004,1.11514159061932,-0.301105092783922,2.4423470353692,1
"328",10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,-0.82098055206983,-2.23492644452023,8,-0.00200200267067308,1.18784342239605,-0.186329578191493,2.4423470353692,0
"329",13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,-1.30933331998376,-2.50103603171788,15,0.000199980002666245,1.15057202759882,-0.400477566597125,2.27212588550934,0
"330",10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5,-0.776528789498996,-2.79688141480883,8,-0.00190180728959633,1.15688119679209,-0.478035800943,2.2512917986065,0
"331",10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,-1.02165124753198,-2.10373423424888,31,-0.00200200267067308,1.17248213723457,-0.415515443961666,2.52572864430826,0
"332",10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,-1.02165124753198,-2.10373423424888,31,-0.00200200267067308,1.17248213723457,-0.415515443961666,2.52572864430826,0
"333",8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,-0.544727175441672,-2.71810053695571,93,-0.00270365157431482,1.16938135955632,-0.616186139423817,2.24070968927596,0
"334",8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,-0.579818495252942,-2.25379492882461,28,-0.00420884477405468,1.14103300455206,-0.653926467406664,2.39789527279837,0
"335",7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,-0.430782916092454,-2.55104645229255,21,-0.00370686193132651,1.20597080698861,-0.301105092783922,2.45958884180371,1
"336",11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,-0.363843433417345,-2.05572501506252,14,-0.000800320170769155,1.15373158788919,-0.174353387144778,2.50143595173921,1
"337",8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,-0.843970070294529,-2.95651156040071,10,-0.00521356705288743,1.20896034583698,-0.356674943938732,2.52572864430826,0
"338",7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,-0.843970070294529,-2.52572864430826,29,-0.00260338587011493,1.19694818938897,-0.446287102628419,2.33214389523559,0
"339",12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,-0.713349887877465,-2.2730262907525,71,0.000799680170564244,1.15057202759882,0,2.4423470353692,0
"340",12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,-1.27296567581289,-2.50103603171788,17,-0.000300045009001992,1.13462272619114,0.307484699747961,2.28238238567653,1
"341",12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,-1.07880966137193,-2.71810053695571,11,0,1.13783300182139,0.165514438477573,2.21920348405499,0
"342",10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,-0.867500567704723,-2.7333680090865,13,-0.00280392733273426,1.16627093714192,-0.139262067333508,2.42480272571829,0
"343",10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,-0.941608539858445,-2.13707065451647,8,-0.00180162194662821,1.19392246847243,-0.287682072451781,2.28238238567653,0
"344",10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,-0.941608539858445,-2.13707065451647,8,-0.00180162194662821,1.19392246847243,-0.287682072451781,2.28238238567653,0
"345",11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,-0.562118918153541,-2.50103603171788,26,0.000599820071967549,1.13783300182139,-0.2484613592985,2.37024374146786,0
"346",7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,-0.378336440719912,-2.70306265959117,23,-0.0021022080918702,1.28093384546206,-0.210721031315653,2.29253475714054,0
"347",6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,-0.204567165741274,-2.63108915996608,17,-0.00451015547788602,1.27536280041261,-0.116533816255952,2.50959926237837,1
"348",13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,-0.713349887877465,-2.37515578582888,9,-0.0014009809156281,1.10525683138678,-0.0725706928348354,2.484906649788,0
"349",9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,-0.579818495252942,-2.41911890925,31,-0.0021022080918702,1.13462272619114,-0.083381608939051,2.30258509299405,0
"350",9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,-0.242071561199729,-2.37515578582888,17,-0.000600180072032461,1.21194097397511,-0.150822889734584,2.24070968927596,0
"351",10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,-0.400477566597125,-2.23492644452023,17,0.000399920021326891,1.18784342239605,-0.0202027073175195,2.29253475714054,0
"352",9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,-0.229413164327805,-2.3434070875143,15,-0.000600180072032461,1.20896034583698,-0.186329578191493,2.24070968927596,0
"353",7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,-0.407968238326283,-2.40794560865187,11,-0.00260338587011493,1.18478998490916,-0.3147107448397,2.23001440015921,0
"354",13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,-0.63487827243597,-2.12026353620009,54,0.0017983819413794,1.15688119679209,-0.261364764134408,2.56494935746154,0
"355",6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,-1.56064774826467,-2.71810053695571,124.5,-0.00883894866720439,1.17865499634165,-0.527632742082372,2.47653840011748,0
"356",6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,-0.287682072451781,-2.55104645229255,15,-0.00451015547788602,1.26694760348732,-0.49429632181478,2.54944517092557,0
"357",11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,-0.891598119283784,-2.52572864430826,26,9.99950003332973e-05,1.18172719537862,-0.127833371509885,2.39789527279837,0
"358",10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,-0.867500567704723,-2.15416508787577,17,-0.00300450902029872,1.17557332980424,-0.287682072451781,2.45958884180371,1
"359",11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,-0.843970070294529,-2.21640739675299,13,0,1.14740245283754,-0.162518929497775,2.34180580614733,1
"360",12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,-0.967584026261706,-2.43041846450393,31,0.000999500333083423,1.15373158788919,-0.385662480811985,2.28238238567653,0
"361",8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,-0.356674943938732,-2.31263542884755,67,-0.00270365157431482,1.16002091679675,-0.356674943938732,2.24070968927596,0
"362",8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,-0.798507696217772,-2.45340798272863,29,-0.00180162194662821,1.21491274436427,-0.0943106794712413,2.29253475714054,0
"363",11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,-0.544727175441672,-2.63108915996608,31,-0.000800320170769155,1.11514159061932,-0.579818495252942,2.30258509299405,0
"364",12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5,-0.776528789498996,-2.64507540194082,9,-0.00120072057651888,1.0952733874026,-0.139262067333508,2.32238772029023,0
"365",12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,-0.486133011175619,-2.48891467118554,35,0.0021975835434872,1.12167756159911,-0.3147107448397,2.30258509299405,1
"366",10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,-0.867500567704723,-2.23492644452023,14,-0.0021022080918702,1.18172719537862,-0.0725706928348354,2.46809953147162,0
"367",12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,-0.486133011175619,-2.48891467118554,35,0.0021975835434872,1.12167756159911,-0.3147107448397,2.30258509299405,1
"368",10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,-0.553385238184787,-2.57702193869581,13,0,1.15057202759882,-0.371063681390832,2.19722457733622,0
"369",10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5,-1.07880966137193,-1.83885107676191,60,-0.000200020002667045,1.15688119679209,-0.446287102628419,2.24070968927596,0
"370",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,-1.30933331998376,-2.60369018577797,12,-0.00380723834295407,1.16315080980568,0.122217632724249,2.484906649788,1
"371",6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,-0.267879445155601,-2.7646205525906,28,-0.00250313021811848,1.27256559579155,-0.2484613592985,2.29253475714054,0
"372",7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,-1.42711635564015,-2.88240358824699,14,-0.00330545700872648,1.1999647829284,-0.139262067333508,2.16332302566054,0
"373",9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,-1.27296567581289,-2.70306265959117,20,-0.00330545700872648,1.1999647829284,0.0392207131532813,2.36085400111802,0
"374",7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,-0.59783700075562,-2.24431618487007,60,-0.00410842804454319,1.11514159061932,-0.462035459596559,2.21920348405499,0
"375",14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,-0.891598119283784,-2.41911890925,41,0.00139902091370741,1.10194007876078,-0.210721031315653,2.37954613413017,0
"376",11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,-0.616186139423817,-2.0874737133771,9,-0.00160128136697388,1.10194007876078,-0.186329578191493,2.46809953147162,1
"377",11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,-0.798507696217772,-2.55104645229255,28,0.000299955008997942,1.18172719537862,0.104360015324243,2.39789527279837,0
"378",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,-1.30933331998376,-2.60369018577797,12,-0.00380723834295407,1.16315080980568,0.122217632724249,2.484906649788,1
"379",11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,-0.470003629245736,-2.43041846450393,18,-0.00120072057651888,1.13462272619114,-0.0100503358535015,2.58776403522771,0
"380",8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,-0.867500567704723,-2.36446049671213,36,-0.0021022080918702,1.19694818938897,-0.356674943938732,2.37954613413017,0
"381",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,-1.34707364796661,-2.52572864430826,16,-0.00260338587011493,1.16627093714192,-0.22314355131421,2.24070968927596,0
"382",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,-0.879476758751439,-2.46510402249182,26,0.00139902091370741,1.11841491596429,-0.22314355131421,2.30258509299405,0
"383",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,-1.34707364796661,-2.52572864430826,16,-0.00260338587011493,1.16627093714192,-0.22314355131421,2.24070968927596,0
"384",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,-1.34707364796661,-2.52572864430826,16,-0.00260338587011493,1.16627093714192,-0.22314355131421,2.24070968927596,0
"385",7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,-0.673344553263766,-2.44184716032755,31,-0.00200200267067308,1.22964055107451,-0.301105092783922,2.21920348405499,0
"386",7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,-0.462035459596559,-2.40794560865187,26,-0.0021022080918702,1.23256026117785,-0.27443684570176,2.27212588550934,0
"387",7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,-0.616186139423817,-2.43041846450393,25,-0.00190180728959633,1.22671229129543,-0.301105092783922,2.21920348405499,0
"388",8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,-0.415515443961666,-2.53830742651512,25,-0.00280392733273426,1.19694818938897,-0.616186139423817,2.26176309847379,0
"389",7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,-0.776528789498996,-2.43041846450393,30,-0.00190180728959633,1.23256026117785,-0.301105092783922,2.21920348405499,0
"390",9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,-0.967584026261706,-2.3434070875143,33,-0.00180162194662821,1.16002091679675,-0.356674943938732,2.30258509299405,1
"391",5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,-0.162518929497775,-3.10109278921182,76,-0.00762902716449116,1.26976054486394,-0.198450938723838,2.55722731136763,1
"392",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,-0.879476758751439,-2.46510402249182,26,0.00139902091370741,1.11841491596429,-0.22314355131421,2.30258509299405,0
"393",9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,-0.994252273343867,-2.50103603171788,20,-0.00200200267067308,1.15688119679209,-0.673344553263766,2.2512917986065,0
"394",8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,-0.407968238326283,-2.18925640768704,82,-0.00300450902029872,1.15057202759882,-0.616186139423817,2.2082744135228,0
"395",12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,-0.510825623765991,-2.7646205525906,19,-0.000300045009001992,1.10856261952128,-0.562118918153541,2.29253475714054,0
"396",12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,-0.994252273343867,-2.71810053695571,31,0.000399920021326891,1.16938135955632,-0.510825623765991,2.56494935746154,1
"397",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,-0.3078847797693,-2.10373423424888,56,-0.000600180072032461,1.24415459395877,-0.63487827243597,2.29253475714054,0
"398",11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,-0.527632742082372,-2.44184716032755,36,-0.00120072057651888,1.15688119679209,-0.430782916092454,2.39789527279837,0
"399",11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,-0.527632742082372,-2.44184716032755,36,-0.00120072057651888,1.15688119679209,-0.430782916092454,2.39789527279837,0
"400",8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,-0.267879445155601,-2.74887219562247,33,-0.00370686193132651,1.1314021114911,-0.59783700075562,2.24070968927596,0
"401",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,-0.3078847797693,-2.10373423424888,56,-0.000600180072032461,1.24415459395877,-0.63487827243597,2.29253475714054,0
"402",7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,-1.34707364796661,-2.83021783507642,18,-0.00511304938682301,1.19088756477728,-0.755022584278033,2.37954613413017,0
"403",12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,-0.7339691750802,-2.46510402249182,45,0,1.1314021114911,-0.49429632181478,2.35137525716348,0
"404",11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,-0.510825623765991,-2.46510402249182,31,-0.000600180072032461,1.14740245283754,-0.462035459596559,2.35137525716348,0
"405",7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,-0.371063681390832,-2.59026716544583,12,-0.00260338587011493,1.18172719537862,-0.49429632181478,2.2082744135228,0
"406",8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,-1.17118298150295,-2.83021783507642,14,-0.00340579313483282,1.21194097397511,-0.27443684570176,2.31253542384721,0
"407",9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,-0.82098055206983,-2.7646205525906,19,-0.00190180728959633,1.17557332980424,-0.430782916092454,2.37954613413017,0
"408",12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,-0.941608539858445,-2.37515578582888,18,-0.000400080021339691,1.15688119679209,-0.462035459596559,2.37954613413017,1
"409",10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,-1.07880966137193,-1.74869997976761,10,-0.00300450902029872,1.16002091679675,-0.356674943938732,2.42480272571829,0
"410",12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,-0.776528789498996,-2.65926003693278,23,-0.00190180728959633,1.11514159061932,-0.562118918153541,2.26176309847379,0
"411",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,-0.843970070294529,-2.52572864430826,60,-0.00130084573304807,1.21787570949493,-0.478035800943,2.2512917986065,0
"412",9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,-0.798507696217772,-2.52572864430826,55,-0.00130084573304807,1.21787570949493,-0.478035800943,2.2512917986065,0
"413",7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,-0.3078847797693,-2.30258509299405,62,-0.00340579313483282,1.18478998490916,-0.446287102628419,2.23001440015921,0
